,SG_UF_RESIDENCIA,NU_IDADE,TP_ESCOLA,Q006,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Região,Opção,Renda,NovaRenda
506,SP,20,2,C,444.3,545.7,526.1,747.7,0,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
507,SP,17,2,C,518.2,573.1,535.6,514.1,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
508,SP,19,2,C,392.6,479.0,494.6,487.9,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
509,SP,17,2,C,440.3,528.8,520.7,638.1,460,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
510,SP,17,2,C,454.5,527.2,482.8,406.2,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
511,SP,17,2,C,390.7,386.2,422.7,454.9,300,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
512,SP,17,2,C,580.3,588.3,613.0,488.5,700,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
513,SP,17,2,C,387.8,469.0,474.5,434.8,660,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
514,SP,17,2,C,490.6,524.4,536.7,485.5,380,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
515,SP,17,2,C,432.2,508.8,530.5,359.4,360,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
516,SP,18,2,C,470.1,445.2,534.0,373.1,420,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
517,SP,18,2,C,400.3,484.5,496.9,443.9,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
518,SP,17,2,C,428.2,542.2,549.6,449.5,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
519,SP,17,2,C,458.6,474.1,544.9,445.3,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
520,SP,17,2,C,514.5,469.0,527.2,491.0,780,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
521,SP,17,2,C,483.1,496.8,503.2,448.7,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
522,SP,18,2,C,369.9,488.4,426.7,400.9,440,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
523,SP,17,2,C,460.0,449.1,400.7,385.2,460,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
524,SP,17,2,C,392.8,473.0,429.6,430.9,320,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
525,SP,17,2,C,504.5,561.7,540.1,498.0,700,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
526,SP,17,2,C,366.5,428.1,519.1,445.7,360,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
527,SP,18,2,C,424.7,577.9,555.5,453.0,720,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
528,SP,17,2,C,497.1,462.8,553.2,616.3,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
529,SP,17,2,C,483.6,527.3,560.0,400.9,660,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
530,SP,17,2,C,468.5,462.2,534.2,393.5,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
531,SP,17,2,C,551.7,579.3,560.0,666.2,740,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
532,SP,17,2,C,553.8,549.1,552.5,599.5,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
533,SP,17,2,C,549.4,582.5,585.2,738.8,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
534,SP,17,2,C,469.6,484.3,551.7,542.2,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
535,SP,17,2,C,528.9,630.6,606.9,514.9,760,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
536,SP,17,2,C,558.9,520.5,419.9,585.2,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
537,SP,18,2,C,527.3,560.1,541.7,373.5,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
538,SP,17,2,C,439.7,485.8,505.2,470.2,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
539,SP,17,2,C,493.6,549.2,518.1,470.0,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
540,SP,17,2,C,448.4,541.7,498.5,419.8,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
541,SP,18,2,C,565.5,552.6,532.1,583.5,0,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
542,SP,18,2,C,495.4,550.2,499.4,598.6,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
543,SP,17,2,C,440.5,427.5,479.3,535.8,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
544,SP,17,2,C,476.3,501.4,540.1,645.0,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
545,SP,17,2,C,460.3,459.5,496.6,544.7,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
546,SP,17,2,C,424.3,471.8,511.8,395.2,440,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
547,SP,18,2,C,524.0,534.5,546.8,451.2,460,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
548,SP,17,2,C,513.5,547.6,572.7,556.2,800,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
549,SP,17,2,C,567.2,606.8,573.0,576.7,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
550,SP,17,2,C,504.1,584.3,573.0,573.8,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
551,SP,17,2,C,474.5,525.3,514.1,518.2,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
552,SP,18,2,C,474.4,527.9,506.1,496.3,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
553,SP,17,2,C,430.9,498.2,534.1,567.2,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
554,SP,17,2,C,560.9,651.5,614.8,757.6,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
555,SP,18,2,C,546.8,561.9,607.7,607.9,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
556,SP,17,2,C,541.5,581.0,547.3,470.9,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
557,SP,17,2,C,489.1,534.0,469.1,421.0,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
558,SP,17,2,C,587.6,622.1,620.3,689.0,980,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
559,SP,17,2,C,412.9,485.7,511.6,595.3,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
560,SP,17,2,C,512.8,571.6,580.1,554.6,700,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
561,SP,17,2,C,471.8,545.3,555.7,652.3,800,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
562,SP,17,2,C,424.3,529.3,497.0,497.4,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
563,SP,17,2,C,512.3,537.8,559.8,453.3,700,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
564,SP,17,2,C,481.5,495.6,554.7,485.3,360,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
565,SP,18,2,C,504.7,375.7,533.6,578.9,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
566,SP,17,2,C,393.2,482.0,512.8,450.1,440,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
567,SP,17,2,C,520.9,541.3,582.1,489.5,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
568,SP,17,2,C,453.4,509.8,504.4,473.7,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
569,SP,17,2,C,364.9,465.1,522.5,498.7,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
570,SP,17,2,C,367.5,511.3,512.2,521.3,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
571,SP,17,2,C,478.5,498.2,527.7,490.2,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
572,SP,18,2,C,412.2,398.4,536.2,570.1,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
573,SP,17,2,C,457.8,508.1,551.1,516.0,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
574,SP,17,2,C,377.4,428.0,540.6,550.3,720,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
575,SP,18,2,C,526.7,522.5,596.5,488.4,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
576,SP,17,2,C,600.9,689.0,590.7,732.7,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
577,SP,17,2,C,481.6,587.4,537.3,516.1,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
578,SP,18,2,C,502.1,574.7,559.6,474.4,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
579,SP,17,2,C,461.8,504.2,541.8,561.6,680,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
580,SP,19,2,C,350.8,420.9,424.8,492.3,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
581,SP,18,2,C,522.8,562.6,528.8,557.7,420,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
582,SP,17,2,C,548.0,529.6,560.9,630.7,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
583,SP,17,2,C,429.4,504.4,566.0,453.3,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
584,SP,17,2,C,394.3,426.9,486.7,438.0,420,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
585,SP,17,2,C,373.7,535.9,475.6,436.5,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
586,SP,17,2,C,431.1,445.8,489.3,448.4,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
587,SP,17,2,C,408.4,472.9,474.8,457.9,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
588,SP,18,2,C,485.7,472.3,419.1,421.5,380,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
589,SP,18,2,C,438.1,365.2,433.8,500.8,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
590,SP,18,2,C,544.4,572.7,552.6,692.6,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
591,SP,19,2,C,401.5,530.5,503.5,440.3,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
592,SP,17,2,C,348.1,465.2,469.7,388.2,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
593,SP,17,2,C,436.3,415.5,424.5,622.1,680,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
594,SP,18,2,C,392.2,421.4,521.8,640.5,420,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
595,SP,17,2,C,595.1,519.5,634.3,656.1,820,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
596,SP,18,2,C,417.8,456.1,496.9,612.9,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
597,SP,18,2,C,501.9,568.0,591.5,583.5,660,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
598,SP,17,2,C,404.5,513.7,530.2,514.6,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
599,SP,17,2,C,481.1,459.5,513.4,389.0,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
600,SP,17,2,C,460.4,558.1,541.8,410.3,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
601,SP,17,2,C,457.5,349.1,438.4,404.2,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
602,SP,17,2,C,364.9,510.9,472.0,473.2,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
603,SP,17,2,C,400.5,516.9,389.1,367.7,240,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
604,SP,17,2,C,507.5,590.8,552.9,590.7,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
605,SP,17,2,C,428.6,500.4,504.1,440.1,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
606,SP,17,2,C,492.2,542.7,539.7,564.5,260,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
607,SP,18,2,C,413.8,428.4,412.4,386.8,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
608,SP,18,2,C,501.2,519.2,521.8,582.2,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
609,SP,17,2,C,544.5,539.3,528.2,510.0,680,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
610,SP,18,2,C,427.3,476.6,507.5,388.1,300,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
611,SP,17,2,C,412.4,478.4,526.2,514.6,660,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
612,SP,17,2,C,436.3,529.2,569.6,528.9,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
613,SP,17,2,C,479.3,333.3,489.6,519.8,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
614,SP,17,2,C,549.9,546.7,552.0,630.4,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
615,SP,17,2,C,509.4,537.2,551.2,514.2,540,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
616,SP,19,2,C,502.2,419.8,491.0,566.5,520,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
617,SP,17,2,C,508.1,584.2,578.3,435.5,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
618,SP,17,2,C,544.4,603.7,564.8,637.7,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
619,SP,17,2,C,494.7,542.9,555.5,659.8,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
620,SP,18,2,C,393.2,404.4,406.7,405.4,240,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
621,SP,17,2,C,362.9,381.5,476.2,490.3,480,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
622,SP,18,2,C,523.8,584.5,582.0,553.7,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
623,SP,18,2,C,477.2,518.2,546.2,416.4,0,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
624,SP,18,2,C,374.1,455.7,455.3,442.7,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
625,SP,17,2,C,523.8,576.2,559.0,491.6,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
626,SP,17,2,C,462.9,484.2,525.9,582.2,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
627,SP,17,2,C,430.2,450.2,444.5,417.3,360,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
628,SP,18,2,C,550.9,494.5,539.7,560.9,340,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
629,SP,18,2,C,490.7,581.9,586.9,541.6,780,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
630,SP,17,2,C,448.2,512.8,439.3,508.0,400,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
631,SP,18,2,C,475.2,517.1,467.8,448.2,280,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
632,SP,17,2,C,458.9,554.7,551.3,430.1,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
633,SP,17,2,C,459.3,555.6,571.7,583.1,800,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
634,SP,17,2,C,376.8,445.4,546.7,468.1,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
635,SP,17,2,C,407.8,493.7,479.5,506.9,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
636,SP,17,2,C,464.0,449.6,451.3,378.5,340,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
637,SP,17,2,C,408.7,508.8,535.7,465.0,600,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
638,SP,17,2,C,582.6,482.7,554.2,580.8,720,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
639,SP,17,2,C,397.6,557.0,559.3,607.1,920,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
640,SP,18,2,C,402.5,393.5,408.1,410.1,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
641,SP,18,2,C,463.8,550.0,467.9,480.7,300,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
642,SP,17,2,C,456.5,477.2,544.9,491.2,560,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
643,SP,18,2,C,506.4,501.4,542.6,624.6,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
644,SP,17,2,C,548.8,504.6,547.6,463.5,640,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
645,SP,17,2,C,478.5,465.8,547.1,539.7,620,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
646,SP,17,2,C,346.9,468.2,491.8,411.0,320,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
647,SP,17,2,C,558.6,570.2,527.3,530.1,500,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
648,SP,17,2,C,455.1,474.5,495.4,563.0,580,Sudeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
649,BA,18,2,C,380.5,444.4,438.8,403.1,360,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
650,BA,19,2,C,420.5,446.4,495.0,463.3,520,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
651,BA,18,2,C,485.7,471.1,446.8,545.4,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
652,BA,19,2,C,529.7,564.6,569.5,586.9,760,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
653,BA,17,2,C,481.7,493.6,477.7,436.1,640,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
654,BA,17,2,C,456.1,389.3,467.0,399.3,580,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
655,BA,18,2,C,515.3,551.2,548.2,586.6,660,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
656,BA,18,2,C,517.0,565.7,502.3,527.5,860,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
657,BA,18,2,C,562.3,615.1,563.7,679.2,780,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
658,BA,17,2,C,471.4,483.6,461.3,478.7,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
659,BA,17,2,C,521.8,574.4,523.4,480.4,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
660,BA,17,2,C,394.6,470.4,449.1,476.0,480,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
661,BA,18,2,C,383.0,471.9,533.4,422.9,680,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
662,BA,17,2,C,396.2,568.8,567.3,408.4,720,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
663,BA,17,2,C,427.6,482.6,524.4,388.9,440,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
664,BA,17,2,C,484.6,467.0,469.6,457.9,520,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
665,BA,18,2,C,364.9,485.8,499.6,411.4,680,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
666,BA,17,2,C,519.3,531.6,570.3,643.4,780,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
667,BA,18,2,C,571.1,626.1,618.6,633.9,760,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
668,BA,18,2,C,433.8,405.5,455.0,602.5,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
669,BA,16,2,C,450.9,549.4,535.3,540.8,620,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
670,BA,18,2,C,429.6,464.0,410.1,383.6,380,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
671,BA,16,2,C,638.6,650.0,587.0,671.8,780,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
672,BA,17,2,C,492.9,531.4,562.7,505.6,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
673,BA,18,2,C,469.8,534.1,508.1,432.1,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
674,BA,18,2,C,499.5,539.0,550.4,612.9,620,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
675,BA,17,2,C,414.6,456.1,458.4,431.5,840,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
676,BA,17,2,C,526.6,592.2,581.1,747.5,680,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
677,BA,17,2,C,523.8,524.6,566.2,519.3,400,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
678,BA,19,2,C,413.2,487.3,534.4,444.1,360,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
679,BA,18,2,C,440.3,411.4,375.0,491.2,520,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
680,BA,40,2,C,440.6,348.4,361.6,437.3,200,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
681,BA,18,2,C,489.9,549.5,557.8,664.8,660,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
682,BA,17,2,C,375.3,460.7,517.9,425.8,540,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
683,BA,18,2,C,432.4,467.3,557.8,373.1,720,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
684,BA,18,2,C,540.0,538.0,538.8,565.8,720,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
685,BA,18,2,C,430.3,387.4,521.0,525.1,420,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
686,BA,18,2,C,365.3,505.1,478.6,432.7,640,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
687,BA,16,2,C,378.8,434.6,447.3,489.6,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
688,BA,18,2,C,480.2,483.1,496.6,529.0,0,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
689,BA,17,2,C,538.8,509.9,507.1,403.2,420,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
690,BA,19,2,C,532.2,566.1,547.0,502.2,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
691,BA,18,2,C,409.8,499.7,538.6,515.1,580,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
692,BA,17,2,C,535.7,532.8,539.7,482.9,660,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
693,BA,19,2,C,487.2,496.6,411.0,441.4,580,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
694,BA,18,2,C,498.6,440.2,412.5,378.4,520,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
695,BA,17,2,C,550.5,609.1,579.7,611.4,660,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
696,BA,19,2,C,373.1,487.9,462.6,397.7,240,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
697,BA,18,2,C,465.3,518.9,542.7,500.7,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
698,BA,17,2,C,550.7,392.3,534.2,580.4,660,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
699,BA,17,2,C,469.9,378.4,490.1,525.6,620,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
700,BA,18,2,C,407.4,473.4,420.2,645.6,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
701,BA,17,2,C,413.3,369.1,479.3,507.8,600,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
702,BA,17,2,C,542.3,621.8,574.9,630.9,640,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
703,BA,20,2,C,425.2,487.5,502.8,413.1,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
704,BA,19,2,C,403.5,520.2,554.3,583.7,440,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
705,BA,18,2,C,550.4,589.8,572.7,480.5,880,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
706,BA,17,2,C,382.8,416.4,564.9,536.0,720,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
707,BA,17,2,C,461.5,444.2,504.8,488.8,440,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
708,BA,19,2,C,377.6,552.6,552.7,549.2,640,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
709,BA,17,2,C,422.1,538.5,521.6,520.0,560,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
710,BA,18,2,C,532.2,602.1,595.8,616.0,620,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
711,BA,19,2,C,483.5,410.6,458.1,419.3,520,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
712,BA,17,2,C,408.8,429.4,426.0,392.4,500,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
713,BA,18,2,C,558.1,536.1,609.3,720.5,580,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
714,BA,18,2,C,495.5,480.0,488.4,522.7,500,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
715,BA,18,2,C,473.6,538.1,537.8,601.2,620,Nordeste,Pública,"De R$ 998,01 até R$ 1.497,00.",1497.0
